10.2;2.0;5.4
157.2;42.0;62.2
1.6;0.9;2.4
240.9;20.0;22.4
216.5;19.3;7.6
178.8;129.8;257.6
9.2;0.7;2.6
150.8;3.8;20.4
18.7;6.4;32.3
128.5;36.0;100.4
91.6;13.4;22.1
50.6;5.7;1.2
147.9;43.1;32.7
61.8;7.2;30.2
119.7;9.8;33.7
99.8;23.7;61.7
170.8;93.9;159.6
103.9;16.0;52.2
17.3;2.4;10.5
25.4;0.7;3.5
33.5;1.8;1.6
78.5;10.5;67.3
87.9;12.4;56.1
8.7;0.1;4.6
265.6;105.0;158.6
67.4;40.5;42.0
38.3;3.1;1.3
